"","OTUOfInterest","rep","fold","RMSE(100 * CombinedNS$Combined, 100 * CombinedNS$TrueValue)","MAE(100 * CombinedNS$Combined, 100 * CombinedNS$TrueValue)","R2(100 * CombinedNS$Combined, 100 * CombinedNS$TrueValue)","sum(CombinedNS$PredictedClass == CombinedNS$TrueClass)/length(CombinedNS$TrueClass)","GMM1_Class","GMM2_Class","GMM3_Class","GMM4_Class","GMM5_Class","GMM6_Class","GMM7_Class","GMM8_Class","GMM9_Class","GMM10_Class","GMM11_Class","GMM12_Class","GMM13_Class","GMM14_Class","GMM15_Class","GMM16_Class","GMM17_Class","GMM18_Class","GMM19_Class","GMM20_Class","GMM21_Class","GMM22_Class","GMM23_Class","GMM24_Class","GMM25_Class","GMM26_Class","GMM27_Class","GMM28_Class","GMM29_Class","GMM30_Class","GMM31_Class","GMM32_Class","GMM33_Class","GMM34_Class","GMM35_Class","GMM36_Class","GMM37_Class","GMM38_Class","GMM39_Class","GMM40_Class","GMM41_Class","GMM42_Class","GMM43_Class","GMM44_Class","GMM45_Class","GMM46_Class","GMM47_Class","GMM48_Class","GMM49_Class","GMM50_Class","GMM51_Class","GMM52_Class","GMM53_Class","GMM54_Class","GMM55_Class","GMM56_Class","GMM57_Class","GMM58_Class","GMM59_Class","GMM60_Class","GMM61_Class","GMM62_Class","GMM63_Class","GMM64_Class","GMM65_Class","GMM66_Class","GMM67_Class","GMM68_Class","GMM69_Class","GMM70_Class","GMM71_Class","GMM72_Class","GMM73_Class","GMM74_Class","GMM75_Class","GMM76_Class","GMM77_Class","GMM78_Class","GMM79_Class","GMM80_Class","GMM81_Class","GMM82_Class","GMM83_Class","GMM84_Class","GMM85_Class","Other_Class","GMM1_Reg","GMM2_Reg","GMM3_Reg","GMM4_Reg","GMM5_Reg","GMM6_Reg","GMM7_Reg","GMM8_Reg","GMM9_Reg","GMM10_Reg","GMM11_Reg","GMM12_Reg","GMM13_Reg","GMM14_Reg","GMM15_Reg","GMM16_Reg","GMM17_Reg","GMM18_Reg","GMM19_Reg","GMM20_Reg","GMM21_Reg","GMM22_Reg","GMM23_Reg","GMM24_Reg","GMM25_Reg","GMM26_Reg","GMM27_Reg","GMM28_Reg","GMM29_Reg","GMM30_Reg","GMM31_Reg","GMM32_Reg","GMM33_Reg","GMM34_Reg","GMM35_Reg","GMM36_Reg","GMM37_Reg","GMM38_Reg","GMM39_Reg","GMM40_Reg","GMM41_Reg","GMM42_Reg","GMM43_Reg","GMM44_Reg","GMM45_Reg","GMM46_Reg","GMM47_Reg","GMM48_Reg","GMM49_Reg","GMM50_Reg","GMM51_Reg","GMM52_Reg","GMM53_Reg","GMM54_Reg","GMM55_Reg","GMM56_Reg","GMM57_Reg","GMM58_Reg","GMM59_Reg","GMM60_Reg","GMM61_Reg","GMM62_Reg","GMM63_Reg","GMM64_Reg","GMM65_Reg","GMM66_Reg","GMM67_Reg","GMM68_Reg","GMM69_Reg","GMM70_Reg","GMM71_Reg","GMM72_Reg","GMM73_Reg","GMM74_Reg","GMM75_Reg","GMM76_Reg","GMM77_Reg","GMM78_Reg","GMM79_Reg","GMM80_Reg","GMM81_Reg","GMM82_Reg","GMM83_Reg","GMM84_Reg","GMM85_Reg","Other_Reg"
"Overall176","Otu00039",1,2,0.00490268091846236,0.00118907478091297,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5350245029491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88277973507728,1.50346211885895,0.885076598869794,0.793200956196327,0.845759032364835,0.942020145082527,0.343486805958158,0.729579136066679,0,0.692390572950839,0.616668906245836,0.998291984710373,1.88503877281252,0,0,1.13982890271723,0.982134264166964,0,1.01516496552529,0.482611191650597,10.7638906516814,0.537680847699883,0.481151020915943,0.474569551640735,1.06569915147691,0.585025653494267,0,0.868057718968341,0.750970248714829,0.462303539009735,1.05649682485965,1.17302674324026,0.99932901587806,0,0.683741418881959,0.274716259681937,0.629005237921797,0,0.737638951605492,4.93923334727208,0.572027150920994,0,0.85337796192646,3.68023929789431,0.279791379326974,1.05362281152892,1.30938450488641,1.07915108609895,0.773157747377241,5.71594541023509,2.87736402469868,2.59059307355914,9.95285848737731,1.03657937984909,0.948027949050002,1.67408054948733,0.770391228999497,0.398007787167811,0,0.600286868227003,0.824432923710914,1.27070891358414,0.846617231653749,0,1.61658636499299,0.490531380100606,0.543005625473417,1.00618680749817,0,0.621085149596543,1.71210493964773,1.68916285317178,0.953848179019971,2.82770914619822,0.884725648488816,0.762379767029414,0.818451256822386,0,0.616078877639308,0.709807583092492,0,0.643383710747337,1.95344087695914,0,0.82483579376422,0
"Overall177","Otu00039",1,3,0.00124352075978661,0.000301598084720502,NA,0.941176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,5.11387591363767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16652537691436,0.547472350628239,0.322675693142113,1.34708094330017,5.28507372236988,1.13645376424226,0.528495852922095,0.579367625967344,0,0.705337241240769,0.64707047885297,1.6794050987027,1.26916872168365,0,1.02528117743815,5.5499485079734,1.36152888694904,0,0.932676053367602,0.343353606818199,3.73318531412079,0.681897333198985,0.850391847560728,0.630022231591102,0.408747646715885,0.732878373120211,0.122330732149273,0.82400725024639,1.57423848362479,0.205379354226777,0.754213053047043,0.742160956050092,0.981752268170111,0,0.710862357389329,0.151881589185939,1.58817447724677,0,0.599006322792393,4.56175016538391,0,0.977525600564156,0.601014245937895,0,0,0.524063889420339,0.982008998652193,0.500074813102273,4.21064002936482,2.83868028788589,3.53770865501045,0.746627517673572,5.23010904839388,0.751644664334341,0,4.80680861120822,0.679674409200266,0.665878969109545,0,0.877832370529606,1.51984783293233,0.978074915772459,1.96367645095904,0,1.5673672484924,3.07795423689033,0,0.613785811661046,0,1.81455465528112,0.193904801554765,1.11107284647105,1.3458464811592,2.6633383760968,0.485303146581944,0.669382669660808,0.616216102510848,0,0.212108243761729,1.2217931184169,0.2601154777087,0.54041269751133,3.35526030758956,0,0.579897610266763,0
"Overall178","Otu00039",1,4,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7048356376526,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0856850155805,1.79358942129531,0.986515055852938,1.61745693325172,1.726337019873,5.90308433592675,1.59351199273394,0,0,1.16398319047292,0,1.07723420049519,2.57742543534886,0,0,1.75815154411614,1.03055063272505,0,2.05851885237142,0.669061098471932,7.11362324305746,0,0.742588669839811,1.48871901196778,1.96832394977376,0,0,1.32689399535191,1.60276552614034,0,1.79062763027408,1.4230079380469,1.81500985029202,0,1.26921564338087,0,1.25192496011896,0,2.18488132949028,2.80642453217799,0,0,1.44262333377042,0,0.0115291675474551,1.06558292908144,1.77418639091071,0.809909370705039,1.26470063183177,2.75738792655061,1.98243930066841,1.82692317118054,2.80073013245878,1.59294393794023,0,2.06082575115991,1.68428100928106,0.538345937148504,0,1.35816003047207,0,2.65218066936221,1.43889860586184,0,0,0.309032242432465,0,1.51239520909686,0,0,0,3.21059106943331,2.31974297859198,5.99494719464822,0.691415761499007,1.24323406658852,0,0,0,1.21846270298383,0,0.972374446227862,1.13733616546255,0,0.503708858676529,0
"Overall179","Otu00039",1,5,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2860535475022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682136753163313,0.462798259085786,0.21990029543673,0.416725321749241,4.64175709903841,1.21366425764318,0.411185621439833,0.469158425804573,0.377211329255298,2.87432061484079,0.363427373538852,0.724017946949408,0.515049305359069,0.280097771819679,0.641702944912977,1.33343877432512,0.20141412151879,0.365013718227436,0.587755408015183,0.327631604473303,0.776491466023577,0.290076898559697,0.414010236739586,0.264070246693536,0.411401531882576,0.672639969541544,0,0.433814608600242,1.86728611988578,0.466442410100026,0.936650548561978,0.598053394148075,5.8149564161708,0.109111840024953,0.429168504488928,0.0778354368477117,0.351340080470384,0.350344500218511,1.75814446297391,3.11999942612804,0.788587460489839,0.340409103751832,0.562146688539819,2.16165577877821,0.339231194402881,0.278876836769323,3.39182893917246,0.303503812264631,7.03561097155526,6.18175013252342,0.578319430143544,5.08755484594456,1.40884346860453,0.643177493986403,0.308740972649792,1.67403912777241,0.501530068537343,0.262161989972432,0.0256224295494591,0.588390803132112,0.405118608130866,0.319583875591985,0.416089805489123,0.212842107299295,1.43246135482003,0.138837241673984,0.456996294115099,8.98036906405249,0.137791989900718,1.61244951405335,0.14273827367574,4.41825087122836,0.482727363711055,3.77567214831443,0.340180447018198,0.986667916254867,0.997054191322136,0.564863710493133,0.258809432755318,0.663858693175568,0.204577982432622,0.255350519518676,2.95729680068599,0.514248663336239,0.612936537753676,0
"Overall180","Otu00040",1,1,0.194914453475149,0.0636603126931305,0.29497205993605,0.923076923076923,0,0,0,0,0,100,0,76.6284340287224,0,0,0,0,0,0,0,0,0,0,0,0,74.9970460050101,0,0,65.9656587397072,15.2036097588438,0,38.8228638513319,0,0,0,0,0,0,0,0,0,0,7.23606514222888,0,0,0,0,0,17.4497709181687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22437490333844,1.36871130120116,1.05760964334,1.83671025627338,1.87774039423916,2.04984939948088,2.7160906205088,4.675616384059,1.46128248680006,3.13710322808994,0.164177108761693,1.02496923410313,0.602713836753656,0.582960579212899,1.34603273398022,1.86478095626174,0.00219186127118064,2.27095755751977,1.51192720785742,1.83494984633319,3.72058446127489,0.0918664448551264,0.466257051881831,2.45060950313168,0,3.16409293589754,1.26123149862813,1.50807455194662,0.664383802531274,1.59545406083863,0.770168228141356,0.265736365220252,0.778083811440121,0.772178637415896,1.55290324063598,2.26930746595743,0.15848255179928,1.05661356878846,0,1.67395426719808,0.573721215151028,1.04050947745821,0.37613290881042,0,0,1.40466903594166,3.72438187481671,1.24208344274529,1.24075325715552,0.401193401706137,0.640077427287323,1.70543873915849,0.936892991056713,1.08036195741912,0.731034076545522,0,0.731379578640603,2.34808537460865,2.76070970176367,1.75112124508567,1.14959400886606,1.59649936566809,1.58891467194647,0.471311482001676,0.36357216054773,2.7302593448865,0,0.446100936696057,0.0773027364171768,0,0.610882858367339,1.19992947250132,0.662422712567011,1.20252038306994,0.462105897855541,1.95036621996466,0.510036310137777,0,0.554388464452577,0.929156169586857,0.996141786474027,0.869065640569725,0.783129411290433,0.497173308328118,0.829848965485876,0
"Overall181","Otu00040",1,2,0.872198785039861,0.266675814477092,0.0135118198789706,0.941176470588235,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,17.4785296894114,83.9521771124204,0,0,40.7218554234342,0,0,48.5299699696985,0,0,0,0,0,0,0,0,0,0,20.1941577510027,0,0,0,0,0,38.1616682354642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5118826420817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24368147809617,0,0,2.57329665720856,1.76920762686633,1.74070133611359,1.8960425062594,13.7473376961733,0.49838288379977,0,1.7294795448657,0,0.23703331190567,0,6.57433929699281,1.88008652275576,0.459837501619546,0,0,0,0,1.00345881947629,0.555755778283442,1.64882097924049,0,6.95702534893458,3.10268024533546,0,2.10600510017767,0,0.441914061956568,0.190942381226153,1.6861049654697,4.89570809547627,1.05329989336639,2.82183229016333,1.32258454903331,0,0,1.09112840712335,0,0,0,0,0,0,0,0,3.44009306826885,0,1.27227594312117,0,0,0,0,0,0.464653096465285,2.14631705676202,7.41041205092292,0,0,0,5.25073003772686,0,0.169627950639898,1.88330995377666,0,3.3952926565032,0,0,0.409880111675099,0,1.05378318355741,6.81855672762328,0,0,0,0,1.15014227534143,0,1.49308408904323,0.415154520653081,0,0,0,0
"Overall182","Otu00040",1,3,0.0101564009332004,0.00418164303912749,NA,1,0,0,0,0,0,99.4269733742688,0,99.4682048565101,0,0,0,0,0,0,0,0,0,0,0,4.42179682303648,100,0,0,0,9.36733512161022,0,52.1148924873715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9516992679565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8422070940833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622344129764114,0.233456577827298,0.646822790139824,0.767589635100055,6.09054503342268,0.764263753891621,0.890205900623775,5.43147148063906,0.231271884383893,0.606256606208496,0.19931922864151,0.505123083817681,0.228801997892274,0.587347571775232,6.07318477548677,0.753902464131752,0.0186172267863657,1.96464478267911,0.941201583445408,2.39742766202733,1.78575862376964,0.0133549321600884,0.192721981227189,2.85586112966588,1.13635163673945,1.49767994211415,0.587252836040186,0.697134220347482,1.07454349300113,1.14538351853737,0.612302917180852,0.11039120604712,1.81540484289213,0.258681401645264,0.810155979399029,1.07035427523284,0.114037764499827,5.28674303983298,0.600992226326643,0.789268816837736,0.926089761136264,1.55442965034047,2.69877172590224,0.639611064654602,0.601394160434323,0.728567799443,0.381115714017204,0.298620038431788,3.51730502116792,0.409495456232273,0.298415486790036,1.17385895443358,0.650872728172029,0.431206086647752,1.46613782588225,0.380730443567381,0.270262969558468,0.771289885352494,1.88813481195106,0.83892136243784,1.66750693745092,2.38009643856577,0.781628818602532,1.38125191574541,0.148693515864751,0.38918312771678,0.357325079838722,0.639485372398868,0.0617419403465429,12.8831750778333,0.538931437773018,0.306374683291753,0.528911671237427,0.571621233700942,0.177808706641372,0.437270477489113,0.3286338504792,0,0.55562057944724,0.654231407206999,1.13946453708107,0.180034401487645,0.395075643771472,0.118731613855794,1.04379763343919,0
"Overall183","Otu00040",1,4,0.00402129023125764,0.00127187662762526,NA,1,0,0,0,0,0,55.8195437258205,0,100,0,0,0,0,0,0,0,0,0,29.9995188321417,0,9.87831271765431,60.6452378907492,0,0,51.1879316240092,6.58042320824197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6423073737278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31396765126973,0,0,0,0,68.8084555243617,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42939542852011,0.826464422325947,1.59938453431156,2.11736217122766,1.71756870765148,1.71696017101674,1.16093226519902,3.17677751528409,1.37903423192726,0.896844715489382,0.343923046514514,1.50265844343391,0.644816212521872,1.08169729719435,0.955007217518002,1.43905154864262,0.296542151340136,2.01152081516059,1.05575906144797,2.80358895482947,2.89876773653683,0.299423670017643,0.657129108495926,2.4911774185512,2.3262733684,2.87227905126763,1.36191460145982,1.2701434589748,0.641043327725226,0.823698984208739,0.533924331792602,0.543480463029482,1.12063555819189,1.20211415894855,1.37082711920873,2.85523435544194,0.348918121087722,0.616569314359745,0.958718225265561,0.95059611430257,0.862743301973541,1.72495501374477,0.38965585148844,1.05996865161067,1.1917419717133,1.240033174944,1.2002689388399,0.869494580280768,1.16572688777241,0.640087298643583,0.965931322458966,1.90301269832375,0.685571488307482,1.10409450799795,0.255989223015484,0.509780688812936,0.686188219934928,1.73106611974098,2.16431519256434,1.51887571983253,1.41560076736064,1.62316162816323,0.700333914404503,0.61520578625368,0.440767658942058,1.43871836630631,0.818904216813008,1.44744407918501,0.268326346366622,2.2076019618339,0.548389180733806,0.895226023390641,0.972409375161921,1.57231399719575,0.465394272815015,1.36712997448983,0.669831744117803,0.00319792142551374,1.08834837304026,0.555980467680168,1.33526224104775,0.67906822276109,0.854465150254543,0.294556838694262,1.55470324073868,0
"Overall184","Otu00040",1,5,9.5471256917799,4.19171795873002,0.370524096270893,0.8125,5.09349073532642,0,0,0,0,0,0,45.9805798884391,0,0,9.60350070528113,0,0,0,55.3992541172227,0,9.06916023472935,13.3079832857102,0,83.9322616172463,100,0,0,85.7328172651719,51.3110611806323,3.41301698713655,36.7062856154719,0,0,0,0,0,10.6789726199553,0,0,11.7615811071403,0,22.528363013954,0,0,0,0,0,36.9607692350957,1.14851394223974,0,0,0,0,0,0,0,45.4660297934278,0,15.9341102455624,0,0,0,0,0,12.1859602330266,0,0,0,0,6.14023429606469,0,9.45686384792069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall185","Otu00041",1,1,0.33065862883188,0.158434045654437,NA,0.923076923076923,3.6430712434401,0,0,70.8203903592046,0,0,100,18.985222339549,0,0,0.763869221438907,11.3751394938318,0,0,11.6600511022079,0.65025573866141,0,0,0,0,8.76134325620946,0,18.6985658766695,51.9615024164902,0,30.2385297462006,0,0,1.76969333492151,0,0,0,1.37431234655599,0,0,0,2.75389362087405,0,0,0,17.3993785604961,59.6979357744376,0,2.67923468298749,2.07735921629813,0,0,0,7.51682580874294,0,0,1.6299525022716,0,0,0,0,28.9372429165106,2.42062796383279,6.26870818552534,0,0,0,1.88627540836107,0,4.02384423442218,4.5448307271647,0,0,0,1.70017287394312,0,32.9173532776856,0,0,12.0179753609162,8.89154995057081,0,0,0,0,0,0,24.8845051705605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall186","Otu00041",1,2,0.152488812602558,0.0503591695341565,NA,1,0,0,0,76.8652287758817,0,0,100,26.2425243755229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4114897738258,93.5527357005755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1960057098932,61.8993223958749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5275180377881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.4355448764607,0,0,0,0,0,0,0,54.6709675027431,0,0,0,1.2004859094352,0.550311628979373,3.0863343104492,1.77465208776296,0.910383864300876,0.558454295932529,3.98556685141691,0.340090447208178,0,0.767237206265001,0.283631161552625,3.232730602308,0.184778187227644,0.523722757024742,0.221498342531623,0.994778653645319,0.329548656302182,0.599761125166284,0.209692725645476,1.61282547841144,0.433364606948105,0.196553584408834,1.58673143805049,3.20210448348108,1.93159020624109,2.58454891955701,0.146343705993342,1.03426942453854,1.29560104336169,0,1.32356682673955,0.288630850832613,1.26773922005839,0.457302216845688,0.428937198077104,0.876857451097873,0.362799270073575,0.249154311953648,2.03164973251592,1.92020947466975,1.10699175653574,3.93927434211544,0.731326544757877,0,0.445618723942572,3.71264808841609,1.16478047848987,0,0.624720908343725,0.727642582212888,0.157696663862406,0.942088271612928,1.24499473232634,1.59155908725851,0.16033200001361,0.854805042943689,1.62194706745067,1.38012726710838,7.24836084169557,0.660308643868153,0.866711537984632,0.480352558050275,1.36692265174089,0.696047421370855,1.06073299915255,0.868437069505165,0,1.19301486601762,0.0957179479155496,2.53433019832171,1.25213512867387,1.19715606403913,0.392928854650136,0.142017292107127,6.00205954918292,0.174679686628441,0.835340974944006,0,0.645213450027589,0,1.25000303177477,0.528505759734971,5.52956448836703,0.281102774190719,1.30736439565573,0
"Overall187","Otu00041",1,3,13.0235584211251,6.56079620441752,0.0132289785244174,0.588235294117647,0,0,0,0,0,0,15.0065712027534,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27475798198109,0,0,1.83977073426564,4.54625838250346,4.18062286296249,0,0,2.8208055165489,0,2.38714247921209,0,5.07912210146227,0,2.24515282245032,0,2.77466207655109,0,5.87861044228718,4.28637962528045,0,1.53323458290341,0,1.79075891619392,2.18554541241654,0,0,0,0,2.15884516216245,0,0,3.07059849173185,0,2.10100975263793,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37980556332103,0,0,0,0,0,6.47617689467521,0,3.88083021240762,0,1.68251144755724,0,1.38775367238114,0,2.63842113423649,8.59796995792096,0,0,0,0,0,2.90473597195159,0,1.94786532425583,0,6.59532771171915,0,0,3.35620549482571,2.47909686078075,0,0,4.5200224104162,0,0,0
"Overall188","Otu00041",1,4,2.42180168096084,1.13908070427424,0.0534834870961494,0.75,0,0,0,100,0,0,91.3477251088745,15.7606508327247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49855118281382,79.1277217243376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7648964925841,50.6956498686114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.443660388269,0,0,0,3.33027337273841,0,0,0,0,0,0,0,0,14.1644183204721,0,0,37.1071867374625,0,0,0,0,0,0,0,75.4238333190223,0,0,0,0,0,3.47730951664289,2.20725913561035,1.58922242454885,0,4.08366131981135,1.31719244762285,0,0,0,1.75665312177931,0,0,0.47429228531684,0,0.699287469419377,0,0,0,0.325426230381645,0.212847289408046,1.66472657919866,9.86214177333856,1.05800828326488,5.23496476494627,0.285053525470833,0,1.95599443483263,0,0.935338843823659,0.206187074612396,2.64552536410592,0,0.816171543705373,0,0.617808226648183,0,0.739856530081483,2.47603780163997,5.14141627693234,3.13994667201626,0,0.797178267977033,1.25073014495414,0,3.58351066132176,0,1.17757077196586,0,1.01118629241467,0,1.47101228717583,1.05632725393391,0.0213103388853285,1.31771656857437,8.00130357802007,2.33384586019425,0.706495133532797,1.17781861993614,0,0,2.38446612838279,0,1.00432012590586,1.08351847405797,0,0,0.409252056307259,0,2.37054263835795,0,0,0.0214500589332856,5.26365411265904,0.876797139250667,2.9029916177791,0,0,0.443482516857109,1.68184069994246,0,3.4980796911962,0,1.23127002632522,0
"Overall189","Otu00041",1,5,1.69280097490636,0.517470694280204,0.150703593671804,0.9375,0,0,0,100,0,0,88.9650905305024,25.6342852328902,0,0,0,10.9414331685225,0,0,8.53657014228685,0,0,0,0,0,0,0,20.9044649391451,80.1112025886107,0,0,0,0,0.336159045443233,0,0,0,0,0,0,0,0,0,0,0,13.9332530590244,56.1994154963738,0,0,0.725978787807993,0,0,0,0,0,0,2.82090784761022,0,0,0,0,0,4.27094170987406,21.9285763954465,0,0,0,15.5824610971341,0,0,0,4.66271902183065,0,0,0,0,0,0,0,20.6896338688702,0,0,0,0,0,0,0,44.7192060955064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall190","Otu00042",1,1,0.0827061239144371,0.0382453200602192,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,66.0630716158757,0,47.1310044819421,0,0,0,0,0,0,0,0,0,36.8897719760358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall191","Otu00042",1,2,1.88671721001392,0.463832097543482,0.0125962875319714,0.941176470588235,3.74299944630748,0,0,0,0,13.6194140998663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,57.9882591123395,0,54.3507298894544,0,0,0,0,0,0,0,0,0,42.9750486263059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall192","Otu00042",1,3,2.44194180222095,0.595856326058576,0.0148532790140714,0.941176470588235,0.784361687080042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,72.6346661563808,0,63.296284088305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall193","Otu00042",1,4,1.87470488691393,0.490428007088374,0.0393855209791646,0.9375,0,0,0,0,12.7613123237876,0.389811369768199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0827537047423,0,0,0,0,0,0,55.7200565408893,0,100,0,0,0,0,0,0,0,0,0,49.6993570578147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0100697370259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6586298393915,0,0,47.8106385791213,14.5206618444613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
